ORDINSK,54.3667,81.9,2022/05/01,19.9,8.7,0.0,42.0,2.9
ORDINSK,54.3667,81.9,2022/05/02,16.0,9.6,2.0,57.0,3.3
ORDINSK,54.3667,81.9,2022/05/03,11.7,-0.8,0.0,63.0,2.5
ORDINSK,54.3667,81.9,2022/05/04,14.9,-4.6,0.0,51.0,1.5
ORDINSK,54.3667,81.9,2022/05/05,16.7,-1.6,0.0,48.0,1.8
ORDINSK,54.3667,81.9,2022/05/06,23.4,4.4,0.0,45.0,1.8
ORDINSK,54.3667,81.9,2022/05/07,10.6,4.8,0.0,28.0,5.0
ORDINSK,54.3667,81.9,2022/05/08,10.8,-4.6,0.0,41.0,2.6
ORDINSK,54.3667,81.9,2022/05/09,14.1,-3.0,0.0,83.0,1.6
ORDINSK,54.3667,81.9,2022/05/10,17.4,-2.3,0.0,58.0,2.1
ORDINSK,54.3667,81.9,2022/05/11,19.1,4.6,0.0,28.0,3.0
ORDINSK,54.3667,81.9,2022/05/12,23.2,1.3,0.0,42.0,1.3
ORDINSK,54.3667,81.9,2022/05/13,26.4,1.3,0.0,51.0,1.3
ORDINSK,54.3667,81.9,2022/05/14,28.9,6.4,0.0,45.0,1.3
ORDINSK,54.3667,81.9,2022/05/15,21.7,12.3,0.6,35.0,1.9
ORDINSK,54.3667,81.9,2022/05/16,26.4,9.5,11.0,86.0,1.8
ORDINSK,54.3667,81.9,2022/05/17,29.7,11.4,0.0,64.0,3.3
ORDINSK,54.3667,81.9,2022/05/18,23.9,12.6,0.0,51.0,1.4
ORDINSK,54.3667,81.9,2022/05/19,27.2,13.3,0.0,61.0,1.9
ORDINSK,54.3667,81.9,2022/05/20,23.3,13.0,2.0,54.0,3.6
ORDINSK,54.3667,81.9,2022/05/21,28.6,10.3,0.0,48.0,1.9
ORDINSK,54.3667,81.9,2022/05/22,27.5,14.0,0.0,43.0,2.0
ORDINSK,54.3667,81.9,2022/05/23,21.5,9.5,0.0,54.0,3.1
ORDINSK,54.3667,81.9,2022/05/24,25.3,4.0,0.0,63.0,1.9
ORDINSK,54.3667,81.9,2022/05/25,26.7,11.8,0.0,40.0,2.1
ORDINSK,54.3667,81.9,2022/05/26,27.9,11.3,0.0,58.0,2.4
